Title,Author,Price,Language,Publish Year,Publisher,Weight,Description,Image URL,Detail URL
Biến Tấu Đời Thường,Song Hà,"539,100₫",Tiếng Việt,11/06/2023,NXB Thanh Niên,880.00 gam,"Biến Tấu Đời ThườngBiến tấu đời thường là tuyển tập những truyện ngắn, những bài viết của tác giả Song Hà, với những câu chuyện rất đời được lấy chất liệu từ đời sống xung quanh tác giả, từ chuyện học đến chuyện ăn, chuyện ngủ, chuyện yêu, chuyện sống… Đọc văn Song Hà, độc giả dễ dàng nhận ra một nhà văn lãng mạn, si mê phái đẹp, dám yêu và sau hết là một hành trình nhọc nhằn kiếm tìm hạnh phúc thông qua cuộc hôn nhân đổ vỡ. Những thứ đó suy cho cùng cũng chỉ là hành trang và cảnh ngộ đời người thông thường có ở bất cứ ai nhưng với Song Hà nó lại đặc biệt cô đúc thành những thiên truyện cuốn hút say mê độc giả.Văn Song Hà có đủ hỉ, nộ, ái, ố, cả niềm vui, nỗi buồn nhưng dường như ta khó tìm thấy được nỗi buồn đọng trong các trang viết của Song Hà. Lẩn khuất đâu đó một nỗi buồn thân phận nhưng kỳ lạ nó lại là niềm lạc quan sống. Cách kể của Song Hà rất hoạt và tự nhiên nên câu chuyện luôn ngọt ngào dẫn dụ làm mê lịm độc giả. Song Hà kể bằng thứ giọng như có men say và những chi tiết rất đời thường cứ thế hiện lên chân thật và giản dị đúng như cuộc đời vốn có.Về tác giả:Sinh ngày 11/12 tại Phố Châu, Hương Sơn, Hà Tĩnh. Tốt nghiệp khoa Ngữ văn, trường Đại học Khoa học Xã hội và Nhân văn. Là chủ nhân Blog nổi tiếng mang tên Boy Gia’s.Song Hà được biết đến qua nhiều bài viết đình đám “gây bão” cộng đồng mạng, với giọng văn dí dỏm, phóng khoáng, chân thật mà cũng đầy suy ngẫm.",https://product.hstatic.net/200000845405/product/p97981mso_34ba14b8fba247ff934ae37f74daebf6_master.jpg,https://www.vinabook.com/products/bien-tau-doi-thuong
Tổ Tiên Của Chúng Ta,Italo Calvino,"211,500₫",Tiếng Việt,08/12/2023,Nxb văn học,1200.00 gam,"Giới thiệu sáchKIỆT TÁC MANG ĐẬM TÍNH TRIẾT HỌC CỦA ITALO CALVANO!Một tử tước bị chẻ làm đôi trong trận chiến chống quân Thổ, nhưng chàng vẫn sống sót, với mỗi nửa là một tính cách.Một câu thiếu niên, con trai một vị nam tước, vì không chịu đựng nổi thế giới lạnh lẽo, ngột ngạt đầy quy tắc, luật lệ của người lớn, quyết định lên sống trên những cành cây, không bao giờ chạm xuống đất nữa.Một hiệp sĩ can trường, và dũng mãnh trong đoàn quân của hoàng đế Charlemagne, nhưng có một điểm đặc biệt: chàng không hiện hữu.Ba câu chuyện thú vị, hài hước, ba cách kể chuyện lịch sử vô cùng độc đáo, đồng thời cũng là ba truyện kể triết học tài tình, giúp người đọc ngày nay vẫn có thể thấy được ở đó một biểu đồ về những biến chuyển làm rúng động nước Ý thời kỳ 1950.Ba câu chuyện ấy cũng đồng thời là ba câu hỏi về bản sắc của con người đương đại: từ khát vọng về một hữu thể hoàn chỉnh (Tử tước chẻ đôi), đến sự chinh phục hiện hữu (Hiệp sĩ không tồn tại) và sự đấu tranh để tồn tại, mà thông qua đói con người nhận ra bản thân trong tập thể, đồng thời vẫn duy trì được bản sắc riêng, trung thành với chủ nghĩa cá nhân (Nam tước trên cây).Mời bạn đón đọc!",https://product.hstatic.net/200000845405/product/tai_xuong__5__e2d1c904d616468da5a97b69f91f312f_master.jpg,https://www.vinabook.com/products/to-tien-cua-chung-ta
Nhật Ký Ấm Áp - Con Đường Đi Dạo,"Kristin Neff, Christopher GermerNgười dịch: Đỗ Nguyên","112,500₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 	18 x 13 x 1.2 cm cmNgày phát hành: 11/12/2023Số trang: 248,11/12/2023,Nxb Hà Nội,400.00 gam,"Nhật Ký Ấm Áp - Con Đường Đi DạoTác phẩm chuyển thể từ bộ tranh nổi tiếng của họa sĩ Fukamachi Naka với hơn 610.000 lượt theo dõi trên Twitter!“Vậy nên, chàng hoàng tử hãy nắm lấy tay em.Dù có trở thành ông già bà lão, em vẫn muốn cùng anh dạo bước một đời. Đừng sợ những trận tranh cãi, đừng ngại thi thoảng nói những lời ích kỷ.Đến một ngày nào đó, hai ta có thể ngồi bên nhau cùng ngắm cảnh vườn nhà. Ngắm những đóa hoa tình đầu bung nở đẹp đẽ.”Kyosuke và Saori nay đã là người đi làm và sinh viên đại học, những tháng ngày lệch pha của họ liệu có còn tiếp diễn...?Bốn câu chuyện lãng mạn chuyển thể từ loạt tranh tuyệt đẹp của Fukamachi Naka hứa hẹn sẽ đưa bạn trải qua đủ mọi cung bậc cảm xúc trong tình yêu!Liệu bạn có nhận ra ""hạnh phúc"" đang ở ngay bên mình?Mời bạn đón đọc!",https://product.hstatic.net/200000845405/product/p97758mcona_fa35ddb9c04c4a959fca835ff22d1230_master.jpg,https://www.vinabook.com/products/nhat-ky-am-ap-con-duong-di-dao
Nhật Ký Ấm Áp - Báo Mùa Hoa Về,"Kristin Neff, Christopher GermerNgười dịch: Đỗ Nguyên","108,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 	18 x 13 x 1.1 cm cmNgày phát hành: 11/12/2023Số trang: 224,11/12/2023,Nxb Hà Nội,400.00 gam,"Nhật Ký Ấm Áp - Báo Mùa Hoa VềTác phẩm chuyển thể từ bộ tranh nổi tiếng của họa sĩ Fukamachi Naka với hơn 610.000 lượt theo dõi trên Twitter!“Không thể cuộn ngược lại thời gian, cũng không có cách nào bắt nó ngừng trôi.Dù cho bản thân có dừng lại không di chuyển nữa. Thế gian vẫn cứ tuần hoàn, mùa đuổi mùa đi mãi. Khi mùa xuân lại ghé đến, cô mong mình cũng có thể mỉm cười thật tươi.”Bao gồm ""Lãng đãng tuyết rơi"", ""Bí mật hướng dương"", ""Anh đào lá đỏ"" và ""Tuyết lưu quang"", bốn câu chuyện lãng mạn chuyển thể từ loạt tranh tuyệt đẹp của Fukamachi Naka sẽ đưa bạn trải qua đủ mọi cung bậc cảm xúc trong tình yêu!Liệu bạn có nhận ra ""hạnh phúc"" đang ở ngay bên mình?Bộ sách gồm 4 tập:Nhật ký ấm áp - Kỳ tích của chúng mìnhNhật ký ấm áp - Con đường đi dạo (Ngoại truyện 1)Nhật ký ấm áp - Báo mùa hoa về (Ngoại truyện 2)Nhật ký ấm áp - Lưu ly thảo (Ngoại truyện 3)Mời bạn đón đọc!",https://product.hstatic.net/200000845405/product/p97755mb__o_a_4f19f0025a4e4be984d5d5bc0529cfb0_master.jpg,https://www.vinabook.com/products/nhat-ky-am-ap-bao-mua-hoa-ve
Nhật Ký Ấm Áp - Lưu Ly Thảo,"Kristin Neff, Christopher GermerNgười dịch: Đỗ Nguyên","108,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 18 x 13 x 1.1 1cm cmNgày phát hành: 11/12/2023Số trang: 224,11/12/2023,Nxb Hà Nội,400.00 gam,"Nhật Ký Ấm Áp - Lưu Ly ThảoTác phẩm chuyển thể từ bộ tranh nổi tiếng của họa sĩ Fukamachi Naka với hơn 610.000 lượt theo dõi trên Twitter!“Trước dáng vẻ kiềm chế nước mắt kia, ông hiểu ra con gái mình đã lớn thật rồi. Từ hồi nhỏ, nó đã là đứa hay khóc hay cười, vô cùng bận rộn.Khuôn mặt giận dữ lẫn lúc tươi cười đều rất giống ông, cả thái độ trước người mình thích cũng y hệt như vậy.Những phát hiện nho nhỏ đó mang lại hạnh phúc vô ngần.Con sẽ rời đi vào hành trình khác, nhưng chỉ cần ngoái đầu vẫn luôn có bố mẹ ở bên.”Bao gồm ""Chim báo xuân"", ""Sao chổi"", ""Đợt mưa thu"" và ""Kỷ niệm anh đào"", bốn câu chuyện lãng mạn chuyển thể từ loạt tranh tuyệt đẹp của Fukamachi Naka sẽ đưa bạn trải qua đủ mọi cung bậc cảm xúc trong tình yêu!Liệu bạn có nhận ra ""hạnh phúc"" đang ở ngay bên mình?Bộ sách gồm 4 tập:Nhật ký ấm áp - Kỳ tích của chúng mìnhNhật ký ấm áp - Con đường đi dạo (Ngoại truyện 1)Nhật ký ấm áp - Báo mùa hoa về (Ngoại truyện 2)Nhật ký ấm áp - Lưu ly thảo (Ngoại truyện 3)Mời bạn đón đọc!",https://product.hstatic.net/200000845405/product/p97753mnh___t_e69b9062101a421d9e9e33edb2f8b2db_master.jpg,https://www.vinabook.com/products/nhat-ky-am-ap-luu-ly-thao
Nhật Ký Ấm Áp - Kỳ Tích Của Chúng Mình,"Kristin Neff, Christopher GermerNgười dịch: Đỗ Nguyên","117,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 	18 x 13 x 1.3 cm cmNgày phát hành: 11/12/2023Số trang: 260,11/12/2023,Nxb Hà Nội,400.00 gam,"Nhật Ký Ấm Áp - Kỳ Tích Của Chúng MìnhTác phẩm chuyển thể từ bộ tranh nổi tiếng của họa sĩ Fukamachi Naka với hơn 610.000 lượt theo dõi trên Twitter!“Anh sẽ bó lại những bông hoa em yêu thích, và đến để gặp em.Hẹn mai gặp lại, ở quán cà phê quen.”Dựa trên loạt tranh tuyệt đẹp của Fukamachi Naka, họa sĩ minh họa nổi tiếng với hơn 610.000 lượt theo dõi trên Twitter, tác giả Fujitani Toko đã viết nên những câu chuyện tình cảm lãng mạn xoay quanh các cặp đôi trong đó. Hy vọng những câu chuyện tình cảm lãng mạn trong bộ sách này sẽ sưởi ấm trái tim của bạn, và khiến bạn muốn lao ngay đến bên người quan trọng của mình.Bộ sách gồm 4 tập:Nhật ký ấm áp - Kỳ tích của chúng mìnhNhật ký ấm áp - Con đường đi dạo (Ngoại truyện 1)Nhật ký ấm áp - Báo mùa hoa về (Ngoại truyện 2)Nhật ký ấm áp - Lưu ly thảo (Ngoại truyện 3)Mời bạn đón đọc!",https://product.hstatic.net/200000845405/product/p97749mnhat_5a2555fcf0ce4e8db3f7fbc36c49cb24_master.jpg,https://www.vinabook.com/products/nhat-ky-am-ap-ky-tich-cua-chung-minh
Nỗi Cô Đơn Của Các Số Nguyên Tố (Tái Bản 2023),Paolo GiordanoNgười dịch: Lê Thúy Hiền,"98,100₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 20.5 x 15 x 1.3 cm cmSố trang: 270,17/11/2023,Nxb văn học,300.00 gam,"Giới thiệu sáchSỰ KẾT HỢP ĐẦY BẤT NGỜ GIỮA TOÁN HỌC VÀ VĂN CHƯƠNG!Cô bé bảy tuổi Alice Della Rocca bị lạc trong màn sương mù dày đặc trong một buổi đi trượt băng. Trong nỗ lực tìm đường về nhà, cô bé bị thương nặng và đôi chân bị tàn tật vĩnh viễn. Trong khi đó, Mattia Balossino – một cậu bé thông minh – đã vô tình bỏ quên đứa em gái sinh đôi bị thiểu năng trí tuệ tại công viên. Khi cậu quay lại tìm em, cô bé đã biến mất. Hai linh hồn bị tổn thương và dày vò đó đã tồn tại trong cô đơn suốt nhiều năm - họ bị tách xa khỏi đám bạn bè ở trường học, bị cầm tù trong tình yêu thương quá mức của cha mẹ, không một ai thấu hiểu, không biết chia sẻ với ai điều gì…Thế giới cô đơn của hai người tưởng chừng khép lại khi họ gặp nhau. Nhưng, những nỗ lực của Alice để đưa Mattia về với cuộc sống bình thường dần đi tới vô vọng. Mattia – người trở thành nhà toán học khi đã trưởng thành - nói rằng họ chỉ như những con số nguyên tố - là 11, 13 hay 17, 19 – luôn luôn cô đơn, và luôn luôn bị tách rời. Alice và Mattia đều cố kiếm tìm một cuộc sống khác, bắt đầu một tình yêu khác, nhưng rồi họ trở về bên nhau để lại rời xa…Mời bạn đón đọc!",https://product.hstatic.net/200000845405/product/p97746mnoi_co_don_cua_cac_so_nguyen_to_01_ba384edeed144528b5f1ee455328871c_master.jpg,https://www.vinabook.com/products/noi-co-don-cua-cac-so-nguyen-to-tai-ban-2023
1Q84 - Tập 1 (Tái Bản 2023),Oscar Wilde,"144,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/p97743m1q_b224683cc94a4f1884bb274bebaa985f_master.jpg,https://www.vinabook.com/products/1q84-tap-1-1
Khổng Giáo Phê Bình Tiểu Luận,Đào Duy Anh,"63,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 	20.5 x 14 x 0.6 cm cmNgày phát hành: 20/12/2023Số trang: 132,20/12/2023,NXB Hồng Đức,400.00 gam,"Khổng Giáo Phê Bình Tiểu LuậnTHÊM MỘT CÔNG TRÌNH ĐẦY QUÝ GIÁ CỦA ĐÀO DUY ANH ĐƯỢC NHÃ NAM GỬI ĐẾN BẠN ĐỌC!!Vào những thập niên đầu thế kỷ 20, Nho giáo ở Trung Quốc cũng như ở Việt Nam, sau hàng nghìn năm tồn tại ở địa vị độc tôn về tư tưởng, chính trị, bắt đầu lung lạc và bị chất vấn hơn bao giờ hết. Các chủ nghĩa, học phái nổi lên ở các nước Á Đông như Trung Quốc và Việt Nam đều không đứng ngoài những câu hỏi lớn đương thời: Nho giáo đã hết thời hay chưa? Nên duy trì hay đào thải, dung hòa hay công kích Nho giáo khi mà mưa Âu gió Mỹ đang tràn vào làm thay đổi tận gốc xã hội?Nhằm đưa ra kiến giải riêng, Đào Duy Anh với công trình Khổng giáo phê bình tiểu luận thay vì bàn về Nho giáo nói chung, đã tập trung đánh giá Nho giáo trong giai đoạn đầu hình thành, tức tư tưởng Nho giáo do chính Khổng tử và các học trò đề xướng. Lựa chọn khác biệt này, kết hợp với nhãn quan Marxist đang nổi lên như một học thuyết trung tâm lúc bấy giờ, đã đưa đến những phân tích sắc sảo và mới mẻ. Ngày nay, đọc lại công trình của Đào Duy Anh vẫn là gợi mở đáng giá để có hiểu biết và cư xử phù hợp với một hệ tư tưởng đã ăn sâu bén rễ trong đời sống xã hội Việt Nam.Mời bạn đón đọc!",https://product.hstatic.net/200000845405/product/p97741mkhong_c00791945ad141f79ec1ebb710b3a589_master.jpg,https://www.vinabook.com/products/khong-giao-phe-binh-tieu-luan
Người nói đạo lý thường sống khá giả,Lê Bích,"152,100₫",Tiếng Việt,30/11/2023,Nxb Hà Nội,300.00 gam,"Người Nói Đạo Lý Thường Sống Khá GiảLê Bích - Nhân vật ảo với chiếc bụng phệ, rốn lồi, khuôn mặt luôn tỏ vẻ tư lự, trên thông thiên văn, dưới tường địa lý, tam giáo, cửu lưu, tứ thư, ngũ kinh, tinh thần yêu nước trung trinh, đạo đức lung linh, phong tục, luật lệ, bản quyền, Horoscope, vật lý lượng tử... cái gì Lê Bích cũng tưởng là chàng biết.Và nay, Lê Bích quyết định sử dụng tất cả hiểu biết của mình để... nói đạo lý, trở thành một vị thiền sư giúp đời!... Hay có thật là thế không nhỉ?Mời bạn đón đọc.",https://product.hstatic.net/200000845405/product/p97723mng_____i_n__i______o_l___c7b92d73258741ebb032a540dec9fc58_master.png,https://www.vinabook.com/products/nguoi-noi-dao-ly-thuong-song-kha-gia
Thương,Nhiều tác giả,"67,500₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 17 x 10 cmNgày phát hành: 30/11/2022Số trang: 168,30/11/2022,NXB Phụ Nữ,200.00 gam,"Em nói em từ bỏSao em lại đau lòng?Em nói em từ bỏSao em còn trông mong?""Được viết bởi các tác giả đến từ Group Thìa Đầy Thơ - nơi hội tụ thế hệ trẻ yêu thơ và làm thơ, ""Thương"" là một tập thơ rất tình, ngẫu hứng, và đầy sáng tạo. Ở “Thương ” không có bóng dáng của một nhân vật nhất định, nhưng mang lại cho người đọc đầy đủ tất cả cảm xúc về tình yêu, tuổi trẻ và cuộc đời.Thực sự không khó để tìm được sự đồng điệu tâm hồn với những dòng thơ ấy. Sự đồng cảm trong giai điệu mà “Thương” phủ lên đôi môi của độc giả có chút nhẹ nhàng, bâng quơ, gần gũi, dễ đọc, dễ  đánh thức sự lãng mạn cùng những tâm tư chưa từng tỏ bày cùng ai. Đó là thứ thơ phóng khoáng, trẻ trung đầy sức sống, đôi khi da diết, đôi khi lửng lơ, phảng phất đủ loại thăng trầm được biểu đạt theo một cách hết sức dễ chịu. Bạn hẳn sẽ thấy chính mình trong đó. Đó là những ấm áp len lỏi của tình cảm gia đình, là ngọt ngào hạnh phúc của tình yêu, là những phút giây chậm lại để sống. Là nhớ thương chờ đợi, là giận hờn vu vơ, là lo sợ được mất và cả những tổn thương, những lần tự chữa lành.Màu sắc đặc biệt trong “Thương” nằm ở sự thành thật nhưng mang đậm chất mơ mộng rất đặc trưng của thơ. Những góc nhìn về cuộc sống, về quan hệ bạn bè, với xã hội và vẻ đẹp tình yêu đều được phơi bày hết sự giản đơn, đời thường:“Ba giờ mẹ vẫn dậyMặc giá rét mùa đôngVì tình mẹ ấm ápCòn hơn bếp lửa hồng.”Không gò bó về phương thức diễn đạt, đa dạng về thể loại, chất lượng về nội dung, cùng sự linh hoạt trẻ trung, nhưng cũng rất lắng đọng và nghệ thuật, “Thương” chắc chắn sẽ đem lại cho bạn những rung cảm đẹp đẽ và nhiều bất ngờ vể một thế hệ trẻ làm thơ . Một thế hệ vẫn luôn tìm cách giữ gìn và phát huy sự diệu kỳ của tiếng Việt.Dù là đọc để thưởng thức, hay đọc để tìm sự ủi an. Gấp lại “Thương”,  mong rằng những “thương đau” nếu có trong lòng bạn cũng tới ngày được xoa dịu và hơn cả là để “thương yêu”, thêm một lần nữa đầy trong tim!Đây sẽ món quà vỗ về trái tim bạn sau những giông bão cuộc đời, đưa bạn trở về những ngày tháng niên thiếu tươi đẹp.Mời bạn đón đọc.",https://product.hstatic.net/200000845405/product/p97610mbia1_thuong_999640abbe98456ba663bc1846038492_master.jpg,https://www.vinabook.com/products/thuong-1
Vang Bóng Một Thời - Việt Nam Danh Tác,Nguyễn Tuân,"65,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 14 x 20.5 cmNgày phát hành: 30/11/1999Số trang: 212,30/11/1999,Nxb Thế giới,0.00 gam,"Chùa nhà ta có cái giếng này quý lắm. Nước rất ngọt. Có lẽ tôi nghiện trà tàu vì nước giếng chùa nhà đây. Tôi sở dĩ không đi đâu xa được là vì không đem theo được nước giếng này đi để pha trà. Bạch sư cụ, sư cụ nhớ hộ tôi câuthế này: Là giếng chùa nhà mà cạn thì tôi sẽ cho không người nào muốn xin bộ đồ trà rất quý của tôi. Chỉ có nước giếng đây là pha trà không bao giờ lạc mất hương vịMời bạn đón đọc.",https://product.hstatic.net/200000845405/product/p97483med32e738b3621b827c5c8d5a225795f0_4b4aed2759294106978bd386bfc7c9e7_master.jpg,https://www.vinabook.com/products/viet-nam-danh-tac-vang-bong-mot-thoi
ÔNG TƯỚNG TÌNH BÁO BÍ ẨN VÀ NHỮNG ĐIỆP VỤ SIÊU HẠNG,"Hoàng Hải Vân, Tấn Tú","106,200₫",Tiếng Việt,11/05/2023,Nxb Tổng hợp TP.HCM,450.00 gam,"Giới thiệu sách:“ÔNG TƯỚNG TÌNH BÁO BÍ ẨN VÀ NHỮNG ĐIỆP VỤ SIÊU HẠNG ”- Sự hy sinh thầm lặng, những chiến công hiển hách cùng di sản quân sự - chính trịquý giá của vị tướng lừng lẫy Đặng Trần Đức (ông Ba Quốc) -Dân tộc Việt Nam đã trải qua hàng ngàn trận chiến lớn nhỏ trong suốt quá trình dựngnước và giữ nước. Nhỏ bé mà anh hùng, thế hệ ông cha ta đã lập nhiều chiến công hiểnhách, vượt mọi khó khăn, gian khổ để giành lại nền độc lập, tự do cho dân tộc. Và mộttrong những chiến công quan trọng nhưng ít người biết đến nhất có lẽ là chiến công củalực lượng tình báo Việt Nam.Vì tính chất nghề nghiệp, lực lượng tình báo gần như phải luôn giữ kín thân phận vànhiệm vụ của mình. Sách báo viết về đơn vị này cũng như về những tướng lĩnh tình báovô cùng ít ỏi. Cho đến năm 2004, báo Thanh Niên đăng loạt ký sự 36 kỳ với tựa đề “Ôngtướng tình báo bí ẩn và những điệp vụ siêu hạng” kể về một vị tướng tình báo “hiền nhưbụt” nằm vùng trong cơ quan mật vụ tối cao của địch, người đã có đóng góp to lớn giúpcuộc kháng chiến chống Mỹ giành thắng lợi và thống nhất đất nước.Ông chính là Thiếu tướng Anh hùng Lực lượng Vũ trang Nhân dân Việt Nam Đặng TrầnĐức, đồng đội gọi ông là Ba Quốc. Ông cũng là người thầy lỗi lạc đã dìu dắt Thượngtướng Nguyễn Chí Vịnh – nguyên Thứ trưởng Bộ Quốc phòng Việt Nam trưởng thành từnhững ngày đầu bước chân vào lĩnh vực tình báo.Trong hơn 20 năm hoạt động “trong lòng” địch, ông Ba Quốc là điệp viên duy nhất thâmnhập được vào cơ quan tình báo cao cấp nhất của chính quyền Sài Gòn, với tư cách là sĩquan tình báo làm việc tại Cơ quan mật vụ Phủ Tổng thống và Phủ Đặc ủy Trung ươngTình báo.Ông cũng là vị tướng tình báo bí ẩn nhất, không chỉ với công chúng mà còn với cả lựclượng vũ trang và lãnh đạo đất nước. Rất ít người biết về những chiến công lẫy lừng củaông, trừ những cán bộ có trách nhiệm trong ngành tình báo cùng một số ít vị lãnh đạo cấpcao trực tiếp lãnh đạo sự nghiệp quốc phòng và an ninh quốc gia.Với mong muốn tôn vinh người anh hùng thầm lặng và để nhiều người hiểu thêm vềnhững chiến công hiển hách cũng như những hy sinh thầm lặng của lực lượng tình báoViệt Nam, Thượng tướng Nguyễn Chí Vịnh đã đề nghị hai nhà báo Hoàng Hải Vân vàTấn Tú tập hợp và biên soạn các bài báo, kèm theo một số thông tin mới cùng những suyngẫm của họ qua 20 năm nhìn lại. Cuốn sách “Ông tướng tình báo bí ẩn và những điệpvụ siêu hạng” tập hợp loạt ký sự dài 36 kỳ được đăng trên báo Thanh Niên vào năm2004, đồng thời bổ sung một phần về hoạt động của ông Ba Quốc sau năm 1975 – vớinhững chiến công mà các tác giả phải thừa nhận là “lừng lẫy” hơn những gì họ có thểtưởng tượng.Thông qua 36 câu chuyện thấm đẫm tình nhân nghĩa, cuốn sách chứa đựng nhiều bài họcquý báu không chỉ về nghiệp vụ tình báo mà còn về cách đối nhân xử thế, những quanđiểm và thái độ sống mà thế hệ trẻ ngày nay cần học hỏi.Bên cạnh đó, tám bài viết kể về những hoạt động sau năm 1975 của ông tướng tình báoBa Quốc còn là những di sản vô giá trong kho tàng khoa học quân sự - chính trị ViệtNam mà ông và các bậc tiền nhân truyền lại cho thế hệ sau. Không chỉ vậy, cuốn sáchcòn chứa đựng nhiều bài học về nghệ thuật lãnh đạo, đặc biệt là về tầm quan trọng củalòng dân.",https://product.hstatic.net/200000845405/product/p97442mbia1_ongtuongtinhbao_ea9842a892c341f59f5da4832e417728_master.jpg,https://www.vinabook.com/products/ong-tuong-tinh-bao-bi-an-va-nhung-diep-vu-sieu-hang
Việt Nam Danh Tác - Tố Tâm,Hoàng Ngọc Phách,"58,000₫",Tiếng Việt,30/11/2021,Nxb Hội Nhà Văn,400.00 gam,"Việt Nam Danh Tác - Tố Tâm""EM BAO GIỜ CŨNG LÀ GÁI DUY NHẤT, đã đem lòng yêu anh thì bao giờ em cũng yêu anh, em đã yêu anh thì không thể yêu ai được nữa. Từ khi em bắt lòng em không được tưởng đến cuộc trăm năm với anh, em vẫn yêu anh mà đinh ninh giữ lấy một mối tình vô vọng cho suốt cả đời...""",https://product.hstatic.net/200000845405/product/p96022mz3232287078846_a0f8827f49e11ef8813c1876d87964ae_9fdbbdee253a461c9c8fb767d7477f6a_master.jpg,https://www.vinabook.com/products/viet-nam-danh-tac-to-tam
Bồ Câu Không Đưa Thư (2022),Nguyễn Nhật Ánh,"81,000₫",Tiếng Việt,30/11/2021,Nxb Trẻ,400.00 gam,"Bồ Câu Không Đưa Thư (2022)Câu chuyện bắt đầu từ lá thư làm quen để trong học bàn của Thục, trong bộ ba Xuyến, Thục, Cúc Hương.Lá thư chân tình đã thu hút sự tò mò của bộ ba, và họ bị cuốn hút vào trò chơi với người giấu mặt, dần hồi kéo theo Phán củi, anh chàng xấu xí vụng về của lớp làm quân sư và giúp xướng họa thơ.Cuộc truy tìm dẫn mọi người đến nhiều hiểu lầm tai hại và cả những bất ngờ thú vị.Và điều bất ngờ cuối cùng đã được phát hiện quá muộn.Vì sao? Xin để cho bạn đọc tự khám phá.",https://product.hstatic.net/200000845405/product/p95739m8934974178187_91bdeb1bc5ad45c8989301a3c0e552de_master.jpg,https://www.vinabook.com/products/bo-cau-khong-dua-thu-2022
Chinatown,---Thuận---,"98,000₫",Tiếng Việt,30/11/2021,NXB Phụ Nữ,420.00 gam,"ChinatownToàn bộ câu chuyện diễn ra trong vòng hai tiếng đồng hồ khi hai mẹ con nhân vật chính bị kẹt lại trên một chuyến tàu điện ngầm vì có nghi ngờ đoàn tàu bị đánh bom. Trong hai tiếng đó là một cuộc độc thoại nội tâm bất tận, đầy tiếc nhớ quá khứ và những nhận xét sắc bén về cuộc sống và số phận, khi nhân vật chính nhìn lại cuộc đời của mình, từ Hà Nội đến Leningrad rồi Paris, những con người đã đi qua đời mình, nhất là Thụy, người tình Trung Hoa từ thuở nhỏ, một mối tình đầy trắc trở, rồi sau đó trở thành người chồng chạy trốn, đến một Chinatown (Chợ Lớn) vô hình nào đó, nơi không mảnh vụn quá khứ nào bắt kịp được.““Un milliard de chinois. Et moi. Et moi. Et moi (Một tỉ người Trung Hoa. Và tôi. Và tôi. Và tôi).” Lời bài hát của Jacques Dutronc mang vị ngọt-đắng trong độc thoại nội tâm dài đầy táo bạo này của một phụ nữ Việt Nam trẻ tuổi sống ở Belleville. Ngồi trên tàu điện ngầm, cô nhớ về Hà Nội và tình yêu duy nhất của mình, từng bị hy sinh cho cuộc chiến biên giới Việt-Trung. Về cái thời cô còn chưa biết đến từChinatown, còn giờ đây nó đã trở thành số phận của cô. Giành được một thành công lớn tại Việt Nam, cuốn tiểu thuyết của Thuận, hiện sống ở Paris, làm nhòe đi các ranh giới giữa cái thực và hư cấu. Thỉnh thoảng chị nhét vào đây đó vài trang một cuốn tiểu thuyết khác được đưa vào đầy khéo léo, theo một lối mỉa mai tạo nên một mối liên hệ khó nhận ra với tác phẩm của Duras, và mang đến cho chúng ta, một cách đầy bình dị, một khúc ca xé lòng về lưu vong.”",https://product.hstatic.net/200000845405/product/p95688e8935235234208_e32f4c88750a4dc6aa31515d4d58b1c1_master.jpg,https://www.vinabook.com/products/chinatown
Bảy Bước Tới Mùa Hè (Tái Bản 2022),Nguyễn Nhật Ánh,"102,000₫",Tiếng Việt,30/11/2021,Nxb Trẻ,500.00 gam,"Câu chuyện về một mùa hè ngọt ngào, những trò chơi nghịch ngợm và bâng khuâng tình cảm tuổi mới lớn. Chỉ vậy thôi nhưng chứng tỏ tác giả đúng là nhà kể chuyện hóm hỉnh, khiến đọc cuốn hút từ tựa đến trang cuối cùng, có lẽ chính vì giọng văn giản dị và trong trẻo của Nguyễn Nhật Ánh, và kết thúc thì có hậu đầy thuyết phục. Câu chuyện cho tuổi học trò, đọc xong là thấy ngập lên khao khát quay về một thời thơ bé, với tình thầy trò, bè bạn, tình xóm giềng, họ hàng, qua cách nhìn đời nhẹ nhõm, rộng lượng.Cuốn sách này nhà văn đề tặng “Những năm tháng ấu thơ”, tặng các bạn thời nhỏ, cũng là tặng bạn đọc thân thiết của mình.",https://product.hstatic.net/200000845405/product/p95652m8934974178309_6e2fe95dbfe24a01bc303c04a27eea0e_master.jpg,https://www.vinabook.com/products/bay-buoc-toi-mua-he-tai-ban-2022
